1.536690223087801899e+00,5.412128741273353194e-01,7.735178037454615296e-01
1.940960463683833348e+00,5.210438574019359281e-01,9.999999999999999791e-17
1.887428162436349144e+00,5.493489700694293987e-01,9.999999999999999791e-17
2.114683385437094554e+00,4.826063431348942001e-01,9.999999999999999791e-17
1.053987591850103600e+00,5.738763268702861131e-01,1.591435202741202648e+00
1.165788251124900698e+00,5.956239391252056148e-01,8.738664384598850976e-01
2.265668903355166020e+00,4.134590065856071361e-01,9.999999999999999791e-17
2.085075958767042437e+00,4.319598334123000982e-01,4.377410440078048359e-01
1.517395620985925397e+00,5.448084860446322786e-01,8.630411535698406800e-01
2.171237682719378004e+00,4.686580705129881341e-01,9.999999999999999791e-17
