2.271756727571176526e+00,4.858240578273263499e-01,9.658046740680652498e-01
2.272174398785459015e+00,4.878824604740731874e-01,1.006045710975403962e+00
2.192893452704094859e+00,5.113515262909194004e-01,9.894317999464002922e-01
2.243166889376261075e+00,4.882274300201973061e-01,1.070630348725202019e+00
2.218535380042252925e+00,5.000760230178730170e-01,8.970831535167553827e-01
2.139734839698173463e+00,5.152226837796594072e-01,9.285768339549445027e-01
2.216445318310399148e+00,5.033134497577467226e-01,9.145645532019143209e-01
2.116241486821137219e+00,5.187337777381898496e-01,1.072987748952250131e+00
2.130767143314399537e+00,5.239622442862968965e-01,9.551955370484795926e-01
2.160518900978155354e+00,5.140376282152541165e-01,9.661299687963735838e-01
2.250277454257711529e+00,4.870656089816764456e-01,9.681802846291923670e-01
2.268997245803106910e+00,4.805057027311687712e-01,1.031373314871870672e+00
2.288545809816301624e+00,4.848966047987148253e-01,9.976263376369713942e-01
2.077612304864997927e+00,5.198269523296298322e-01,1.049315617745326001e+00
2.181314493613138783e+00,5.044726991881908207e-01,9.842363944666339126e-01
2.160231255557936159e+00,5.047177377464028281e-01,9.230673801179856142e-01
2.253773806604882690e+00,4.759769153389411533e-01,1.010914420028086624e+00
2.148144021778166213e+00,5.064720052451767707e-01,9.665330387153860947e-01
2.221306874739059634e+00,4.924313366260614222e-01,1.064972254698893339e+00
2.125541244214085079e+00,4.990414513774332206e-01,1.137599967308209337e+00
2.178934910209544995e+00,5.086710241066404459e-01,9.947830807072411963e-01
2.255403542218481494e+00,4.805256188847554233e-01,1.016002822163136088e+00
2.251361722731694215e+00,4.964228008141954862e-01,9.222231304896060244e-01
2.135550567341349293e+00,5.142264240220001392e-01,1.032552443484854532e+00
2.244141765048742521e+00,4.886991307259177519e-01,1.063463801209738824e+00
2.184321315114577722e+00,5.072094568495246758e-01,9.929488879825991710e-01
2.273113050831423898e+00,4.873279526830212594e-01,9.475363983879984131e-01
2.198602070915355977e+00,5.039553624822276090e-01,1.029446043279024225e+00
2.155409295632459088e+00,5.129658265263278283e-01,9.541577572581622091e-01
2.132588406016079130e+00,5.144685323820256118e-01,9.180409125346873367e-01
2.163847251848129982e+00,5.037205693767029535e-01,9.224487641292613560e-01
2.217350699907186140e+00,4.938819143934934930e-01,9.707003334009524087e-01
2.140768459132021295e+00,5.170747245371453138e-01,8.486923698094176460e-01
2.132384404562297942e+00,5.077198172747805494e-01,9.642666531413859321e-01
2.179400474837176471e+00,5.080638620692523588e-01,9.607870331587066159e-01
2.235841915334838781e+00,4.854580794027774093e-01,1.068366456568643930e+00
2.308270208690399894e+00,4.784852063405455880e-01,9.648970433528907265e-01
2.153808258168821599e+00,5.117398418912914027e-01,9.362370493296336971e-01
2.224456127291693619e+00,4.938907584013417229e-01,1.073070385218400258e+00
2.201123156963422645e+00,5.038938212562108498e-01,1.013066515044857452e+00
