4.725847062959474543e-01,1.153636617796417463e+00,3.386532423446846352e+00
4.781016202279521066e-01,1.254396318510292874e+00,3.318008561212016705e+00
4.812519160620641889e-01,1.266701398166412584e+00,3.274338910569023930e+00
5.120012157927555929e-01,8.323478064633748064e-01,3.011723807329853564e+00
4.652069849123745549e-01,1.169889748120410466e+00,3.358515940510488296e+00
4.645819926735164085e-01,1.168581424745068098e+00,3.344568244513284938e+00
4.867890039083193621e-01,1.320772413235792087e+00,3.409282330416425921e+00
4.679931851020973088e-01,1.240173810070516636e+00,3.379581279883103750e+00
4.853848154623302547e-01,1.246705269680499439e+00,3.326435680450532839e+00
4.787234463516761296e-01,1.192566676973361162e+00,3.316574469705843686e+00
