2.253775773684928652e+00,4.181096157084990272e-01,2.156072087199171872e+00
2.209804456180369137e+00,4.284815405720426851e-01,2.137381530654971939e+00
2.157186561468989350e+00,4.402310662027344446e-01,2.120270197151615132e+00
2.152548560489859319e+00,4.217892285678845887e-01,2.134946862359671016e+00
2.264095800056640240e+00,4.111285785501607171e-01,2.121578632126984498e+00
2.212066753197494684e+00,4.143677802440856039e-01,2.172054979115950690e+00
2.211512378043177574e+00,4.436872159490290457e-01,2.157019825586065309e+00
2.297041126300992886e+00,4.089624133065903333e-01,2.127972209326792097e+00
2.194609150774808892e+00,4.389029500518775717e-01,2.136122831058687055e+00
2.177975532816410986e+00,4.350679566080616345e-01,2.136313344464292108e+00
