2.733731713264890395e+00,5.170639531597499561e-01,8.814721933693548950e-01
2.906029215299722246e+00,4.842451717920610577e-01,1.103482736297969113e+00
2.741082810792457192e+00,5.091154428006553490e-01,1.012892715822574896e+00
2.652817454335772318e+00,5.209615107384405475e-01,8.903956326572001201e-01
2.745253816196517871e+00,5.081312629855351259e-01,1.002480006174343741e+00
2.849658999033806595e+00,4.824076601983086077e-01,1.020015928059005983e+00
2.718315853686499306e+00,5.218002333978279950e-01,9.712931957998562904e-01
2.907093689315683349e+00,4.829465941380729488e-01,1.059238793327321959e+00
2.832061740990058585e+00,5.018101736738387331e-01,1.074441109450737564e+00
2.601108214108784011e+00,5.337245417612819232e-01,9.673683272344661965e-01
2.812573322570963708e+00,4.971108208924525651e-01,9.918577667948479393e-01
2.884013258417720493e+00,4.845278639058286374e-01,1.046776605625456824e+00
2.777422661753927269e+00,5.114946574742431640e-01,9.904669519035650405e-01
2.864508045105442768e+00,4.818658013147357200e-01,1.091598091650399338e+00
2.814970710759223227e+00,4.981053945099803149e-01,9.572241076665882753e-01
2.737684605339827382e+00,5.108770031484778373e-01,9.594560491551918924e-01
2.809158543141955899e+00,5.008333477442298287e-01,9.803891638545968457e-01
2.694384198325055824e+00,5.170069248431722331e-01,1.052103963706743084e+00
2.680269885718722378e+00,5.244809061737694122e-01,1.002424721216249148e+00
2.823977790335849836e+00,5.015622039240518193e-01,1.026931974541258619e+00
2.894072459465227176e+00,4.795688811004346630e-01,1.060150901836867110e+00
2.978844728319680168e+00,4.672333434684886599e-01,1.060038988366420964e+00
2.786386197237633588e+00,5.027763296351739353e-01,9.488919137215503508e-01
2.622283776086416385e+00,5.268197799223940381e-01,9.970010533251025819e-01
2.824701238311168261e+00,4.977377806880259326e-01,1.056143034380501167e+00
2.802856707102979961e+00,4.951935529791099966e-01,9.700783303166793381e-01
2.990525251196502587e+00,4.550929138967512722e-01,1.055230806747460504e+00
2.664114658266281133e+00,5.183867418399369376e-01,9.411424791794706923e-01
2.847681566062551628e+00,4.910984540494549577e-01,1.064655614968418096e+00
2.759428246693152342e+00,4.941109858580084446e-01,1.141234337567063495e+00
2.732059245817728410e+00,5.148484245197514353e-01,1.018861345793817375e+00
2.924978999761162157e+00,4.759141411740717142e-01,1.027952272988422289e+00
2.846677142411301098e+00,4.991491475261390365e-01,9.681983367573286925e-01
2.659149392230512721e+00,5.252191121363929405e-01,9.311157891341589332e-01
2.791525737984394073e+00,4.993609539023859956e-01,9.630619652331277036e-01
2.764857175464935146e+00,5.079309153014027745e-01,1.020396529000775931e+00
2.840625478348957511e+00,4.935007789198573303e-01,9.877325428047853961e-01
2.894359448623764042e+00,4.893544382217938638e-01,1.072820749561570697e+00
2.726034125909706951e+00,5.167393732501167625e-01,9.700242444056267344e-01
2.682745004768134489e+00,5.161122731481067039e-01,9.372752342852502805e-01
2.688438859946904902e+00,5.174383672707981718e-01,9.198062391729866505e-01
2.882524712299957326e+00,4.858805017284867911e-01,1.010605011946054566e+00
2.597204508925678557e+00,5.385931392579840216e-01,8.802001436186712713e-01
2.748763175329971276e+00,4.976918342136268381e-01,1.041325791589476246e+00
2.815064004246005780e+00,4.991253176537459035e-01,9.707111576126721264e-01
2.831536506860709235e+00,4.933375233173458718e-01,9.684902086779937358e-01
2.944404417837280796e+00,4.793160271033286013e-01,1.033311347817977177e+00
2.753097533715930911e+00,5.079209155839073953e-01,9.788806228490376515e-01
2.745090603083910175e+00,5.088584998192035025e-01,1.041704963303831777e+00
2.748001925962877845e+00,5.094975496923953573e-01,1.023152290075161286e+00
