1.434393609166466188e+00,8.795717787808082777e-01,1.307805685029043152e+00
1.630683966686890196e+00,1.061574435043114883e+00,7.367716129835742978e-01
2.095009804787728136e+00,1.035820973145648694e+00,5.637840562799659172e-02
1.160021642016024090e+00,1.099554243340383319e+00,1.763474250292329959e+00
1.900523700759376267e+00,6.374813735384865510e-01,2.805609889017376402e-01
1.933960001098952608e+00,8.094982593444307595e-01,9.999999999999999791e-17
1.131331984671787971e+00,8.502286429514472887e-01,1.576339135657996104e+00
1.006204502227797892e+00,1.464333357640186239e+00,1.992852949946462893e+00
1.995709550084286299e+00,6.418656064489114410e-01,3.331317219599215229e-01
1.567278449202543111e+00,9.088530196254295257e-01,8.788475731699545435e-01
